,AGE,SEX,FTPT,GOVTOF2,SC20MMJ,TTUSHR,GRSSWK,DISEA,ETHUKEUL,HIQUL22D
31070,43,2,1,5,7,30,308,2,1,4
31079,59,2,1,5,4,42,519,2,1,4
31080,55,1,1,5,4,42,538,2,1,4
31114,55,2,2,5,6,32,502,2,1,4
31115,59,1,1,5,2,38,952,2,1,1
31117,77,1,2,5,8,8,70,2,1,1
31121,48,2,1,5,8,46,519,2,1,2
31123,53,1,2,5,8,15,450,2,1,4
31132,42,2,2,5,2,30,726,1,1,1
31147,43,2,2,5,7,20,308,2,1,4
31148,38,1,1,5,8,60,654,2,1,4
31176,53,1,1,5,2,48,846,2,1,5
31177,49,2,1,5,6,48,538,2,1,1
31180,58,2,1,5,1,45,654,2,1,3
31186,55,2,1,5,3,38,467,2,1,3
31195,27,2,1,5,2,45,788,2,1,1
31196,60,2,2,5,2,36,520,2,1,1
31205,60,2,2,5,7,36,338,2,1,4
31207,37,1,1,5,5,40,962,2,1,4
31208,36,2,1,5,6,37,327,2,1,4
31210,44,1,1,5,2,45,1800,1,1,1
31233,54,1,1,5,2,45,1346,1,1,4
31236,58,2,1,5,2,38,625,2,1,4
31237,54,1,1,5,4,42,600,2,1,3
31249,60,2,2,5,4,12,173,2,1,4
31262,73,1,2,5,9,25,277,1,1,3
31274,54,2,2,4,7,30,308,2,1,1
31293,64,1,1,4,8,39,952,2,1,5
31303,39,2,1,5,2,45,567,1,1,3
31305,40,1,1,5,5,40,615,2,1,3
31326,53,2,2,5,6,31,365,2,1,3
31327,59,1,1,5,5,40,615,2,1,3
31331,32,2,1,5,2,45,731,1,1,1
31332,29,1,1,5,7,37,462,1,1,3
31340,60,2,1,4,4,44,365,2,1,6
31343,40,1,1,4,1,45,1923,2,1,4
31344,46,2,1,4,6,38,442,2,1,1
31349,28,1,1,4,7,40,442,2,1,3
31350,26,2,1,4,2,34,577,2,1,1
31353,57,1,1,4,8,35,662,2,1,3
31355,18,2,2,4,6,36,260,2,1,4
31370,41,1,2,5,3,25,288,1,1,1
31401,37,2,1,4,1,41,1250,2,1,1
31402,36,1,1,4,8,58,1154,2,1,3
31441,66,2,2,5,8,26,248,2,1,6
31472,40,2,2,4,9,9,85,2,1,2
31486,60,2,1,4,4,35,452,2,1,4
31491,51,2,1,4,1,38,1000,2,1,1
31495,53,1,2,4,8,20,212,2,1,1
31499,56,1,1,5,2,46,981,1,1,4
31507,33,1,1,5,2,38,635,2,3,1
31544,49,2,1,5,4,40,490,1,1,1
31545,42,1,1,5,5,44,673,2,1,3
31547,27,1,1,5,2,37,769,2,1,1
31548,27,2,1,5,2,37,558,2,1,1
31552,25,1,1,5,5,50,846,1,1,4
31553,26,2,1,5,6,45,654,2,1,1
31599,44,2,2,4,4,20,173,2,1,1
31613,55,1,1,5,8,66,1077,2,1,5
31633,49,2,1,5,2,37,635,2,1,4
31642,51,2,1,4,3,40,877,1,1,4
31643,50,1,1,4,2,39,442,2,1,3
31644,33,1,1,4,9,48,607,2,1,3
31646,37,1,1,5,2,36,1346,2,3,1
31653,49,2,1,5,2,42,442,1,1,1
31654,51,1,1,5,1,37,962,2,1,4
31660,36,1,1,4,8,42,490,2,8,1
31661,30,2,1,4,2,38,531,2,8,1
31704,16,1,2,5,6,4,29,2,1,6
31721,34,2,1,5,2,38,577,2,8,5
31722,45,1,1,5,6,38,508,2,8,1
31737,26,2,1,5,3,38,471,2,1,1
31761,59,1,1,5,2,38,692,2,1,1
31774,37,2,1,5,3,37,577,2,3,1
31775,37,1,1,5,2,37,769,2,3,1
31778,39,2,1,5,4,40,646,1,1,5
31805,54,2,1,5,4,38,519,2,1,1
31818,31,2,2,5,7,32,203,1,1,4
31820,44,2,2,5,6,16,24,2,1,6
31824,58,2,2,5,1,35,577,2,1,1
31825,61,1,2,5,2,14,154,1,1,6
31826,21,2,1,5,4,42,423,1,1,3
31830,62,1,1,5,2,41,1154,1,1,1
31844,63,2,1,4,9,38,346,2,1,5
31845,27,2,1,4,2,37,481,2,8,1
31866,53,2,1,4,2,42,654,1,1,1
31867,54,1,1,4,8,40,423,2,1,4
31876,62,1,1,4,5,38,606,2,1,6
31878,41,1,1,4,2,36,1038,2,1,1
31879,38,2,1,4,2,36,923,2,1,1
31890,60,1,1,4,8,41,615,2,1,2
31891,58,2,1,4,3,32,250,2,1,3
31893,17,2,2,4,7,18,110,2,1,6
31913,40,1,1,4,5,47,385,2,1,4
31916,64,2,2,4,6,10,115,1,1,4
31918,39,2,1,4,2,32,769,2,1,1
31919,42,1,1,4,2,46,577,2,1,3
31926,60,1,2,4,8,33,361,2,1,3
31927,57,2,2,4,8,30,244,1,1,4
31928,42,2,1,4,2,24,788,1,1,1
31929,44,1,1,4,2,34,2591,2,1,1
31940,32,2,1,4,2,38,519,2,1,1
31956,43,2,2,4,6,30,324,1,1,4
31974,24,2,1,4,2,40,669,2,1,1
31981,23,1,1,4,6,30,277,2,1,1
31982,55,2,1,4,9,37,277,1,1,5
31983,54,1,1,4,8,42,480,1,1,5
31989,31,1,1,4,8,45,808,2,1,4
31991,41,2,1,4,2,52,644,1,1,1
31992,44,1,1,4,5,40,538,1,1,7
32003,40,2,1,4,6,36,508,2,1,3
32004,42,1,1,4,3,40,846,2,1,3
32007,48,1,1,4,8,52,577,2,1,3
32008,48,2,1,4,8,60,646,2,1,3
32012,60,2,2,4,7,24,295,2,1,4
32018,36,1,1,4,5,40,1911,2,1,3
32019,37,2,1,4,2,38,1013,2,1,1
32022,65,1,1,4,8,39,550,2,1,3
32042,21,2,2,4,9,8,80,2,1,4
32053,42,2,2,4,7,17,188,2,1,4
32070,17,2,2,4,6,6,30,2,1,4
32073,65,2,1,4,8,28,415,1,1,6
32074,32,1,1,4,9,36,500,2,1,3
32102,39,1,1,4,6,37,490,2,8,1
32103,34,2,1,4,6,42,459,2,8,1
32117,41,1,1,4,8,37,565,2,1,4
32119,67,1,1,4,2,42,685,2,1,1
32120,26,1,1,4,3,42,771,2,1,4
32121,25,2,1,4,3,24,312,1,1,3
32130,26,1,1,4,6,44,485,2,1,5
32131,33,2,1,4,6,33,369,2,1,4
32134,62,2,1,4,2,34,615,1,1,2
32171,57,2,2,4,6,15,135,1,1,3
32172,57,1,1,4,9,50,962,1,1,5
32174,17,2,2,4,9,8,70,1,1,4
32179,31,2,1,4,3,38,615,1,1,1
32180,30,2,1,4,2,50,731,2,1,1
32222,52,2,1,4,3,58,923,1,1,1
32223,54,1,1,4,2,38,625,2,1,1
32237,64,1,1,4,9,40,482,2,1,4
32238,61,2,1,4,6,30,377,2,1,5
32245,50,2,1,4,2,48,808,2,1,1
32246,38,2,2,4,6,26,308,2,1,5
32258,58,2,1,4,7,33,354,2,1,4
32269,61,2,2,4,9,12,135,1,2,4
32277,53,2,1,4,9,32,369,1,1,3
32278,55,1,2,4,8,24,277,2,1,5
32282,55,2,2,4,6,28,304,2,1,3
32285,63,2,2,4,2,22,308,1,1,1
32290,37,1,1,4,2,50,638,2,1,1
32291,42,2,2,4,2,30,250,1,1,1
32297,72,1,2,4,4,12,143,2,1,6
32309,34,2,2,4,2,15,323,2,1,1
32310,34,1,1,4,7,37,508,2,1,3
32325,64,1,1,4,1,38,462,2,1,3
32353,63,2,2,4,6,22,242,1,1,3
32355,34,1,1,4,2,38,1192,2,3,1
32364,49,1,1,4,6,37,445,2,1,4
32366,31,2,1,4,3,40,481,2,1,2
32367,32,1,1,4,8,55,712,1,1,3
32390,51,2,2,4,4,24,231,2,1,2
32413,40,2,2,4,9,15,169,2,1,3
32432,57,2,1,4,6,46,548,2,1,3
32433,28,2,1,4,7,45,471,2,1,4
32435,33,1,1,4,2,37,846,2,1,3
32436,31,1,1,4,3,38,440,2,8,1
32439,53,1,1,4,3,38,519,2,1,3
32440,58,1,1,4,2,60,519,2,1,6
32446,37,2,1,4,6,38,646,2,3,1
32458,35,2,1,4,2,38,529,1,1,1
32459,33,2,1,4,7,40,46000,2,1,3
32460,25,1,2,4,2,3,17,1,1,1
32461,26,2,1,4,3,37,460,2,1,1
32496,53,2,1,4,4,38,583,2,1,2
32498,23,2,1,4,8,42,300,2,1,3
32521,53,1,2,4,1,31,2769,2,1,2
32531,51,2,2,4,3,22,254,2,1,1
32532,52,1,1,4,3,37,1538,2,1,1
32542,48,2,2,4,2,14,337,1,1,1
32550,31,1,1,4,6,37,481,2,7,1
32552,55,1,1,4,8,40,498,2,6,5
32553,50,2,1,4,6,30,397,2,6,5
32555,67,1,1,4,4,38,519,1,1,2
32560,46,2,1,4,2,35,895,2,1,1
32584,28,1,1,4,2,37,529,2,5,1
32586,44,2,1,4,2,37,481,2,1,1
32587,43,1,1,4,2,40,1058,2,1,1
32588,43,2,2,4,2,21,442,2,1,1
32599,20,2,2,4,6,24,231,2,1,3
32605,50,1,1,4,1,36,577,2,1,3
32606,26,1,1,4,2,48,946,2,1,1
32607,31,2,1,4,2,40,762,2,1,1
32608,57,1,2,4,3,16,519,2,1,1
32621,56,2,2,4,7,25,303,2,1,4
32632,54,1,1,4,6,37,327,2,3,5
32636,42,2,2,4,4,18,196,1,1,4
32641,45,1,1,4,3,37,923,2,1,3
32642,38,2,1,4,6,42,462,2,1,3
32659,59,1,1,4,1,40,1442,2,1,4
32661,57,1,2,4,1,30,769,2,1,5
32666,50,2,1,4,7,38,577,2,1,3
32667,18,1,2,4,9,15,120,2,1,4
32669,42,1,1,4,3,84,1856,2,1,3
32670,40,2,2,4,6,24,404,2,1,4
32737,25,2,1,4,2,37,600,2,1,1
32738,28,1,1,4,2,37,524,2,1,1
32739,30,2,1,4,2,37,779,2,1,1
32740,35,1,1,4,2,37,1096,2,1,1
32742,55,2,2,4,3,18,277,2,1,1
32750,57,2,1,4,1,41,738,2,1,1
32760,64,2,2,4,6,20,346,2,1,2
32761,36,2,1,4,2,35,702,2,1,1
32762,36,1,1,4,4,37,654,2,1,1
32765,64,2,2,4,1,24,415,2,1,1
32770,35,1,1,4,8,40,750,2,1,1
32787,49,1,1,4,8,35,415,2,4,5
32802,43,1,1,4,3,39,885,2,1,4
32803,34,2,1,4,2,45,885,2,1,1
32806,48,1,1,4,1,45,2019,2,1,1
32807,23,1,1,4,3,38,468,2,1,1
32814,33,2,2,4,2,14,168,2,1,1
32815,32,1,1,4,1,40,423,2,1,3
32827,44,2,2,4,7,24,269,2,1,3
32828,50,1,1,4,9,44,635,2,1,4
32835,50,2,2,4,2,22,450,2,1,1
32836,25,2,1,4,2,38,481,2,1,1
32840,65,2,2,4,7,20,238,1,1,3
32872,52,2,1,4,3,40,1077,2,1,3
32883,59,2,1,4,2,40,577,1,1,1
32884,60,1,1,4,8,37,865,2,1,6
32885,35,2,2,4,3,30,300,2,1,3
32889,56,1,1,4,8,54,1538,2,1,3
32895,47,1,1,4,5,37,769,2,1,3
32896,45,2,1,4,4,37,462,1,1,1
32903,44,2,1,4,1,47,1168,2,1,2
32904,46,1,1,4,2,40,1166,2,1,2
32905,17,1,1,4,2,37,442,2,1,3
32908,53,1,1,4,7,40,900,2,1,4
32909,46,2,1,4,1,50,1058,2,1,1
32916,29,2,2,4,4,25,385,2,1,3
32917,33,1,1,4,8,42,42000,1,1,4
32929,36,2,2,4,3,30,365,1,1,3
32932,32,2,1,4,1,35,1662,2,1,1
32944,60,2,1,4,1,35,481,1,1,4
32947,41,2,1,4,1,38,1385,2,1,1
32967,42,2,2,4,2,18,423,2,1,3
32972,48,1,1,4,2,37,673,2,1,1
32999,49,1,1,4,8,50,577,1,1,4
33000,53,2,2,4,7,24,298,1,1,4
33018,33,2,1,4,2,38,525,2,7,1
33019,33,1,2,4,8,25,369,2,7,1
33040,51,1,1,4,8,40,613,2,1,4
33049,60,1,1,4,7,38,462,2,1,1
33052,44,1,1,4,5,41,817,2,1,2
33053,43,2,2,4,9,24,257,1,1,5
33069,55,2,1,4,4,40,577,2,1,1
33077,36,1,1,4,9,33,400,2,1,3
33084,31,2,1,4,1,38,1108,2,1,1
33106,36,2,2,4,6,30,351,2,1,3
33107,35,1,1,4,3,35,904,2,1,5
33110,54,2,2,4,3,30,446,2,1,4
33111,63,1,1,4,6,37,481,2,1,5
33112,59,2,1,4,6,36,433,2,1,5
33113,35,1,1,4,9,48,404,2,1,7
33114,47,1,1,4,3,45,1288,2,1,1
33115,49,2,2,4,3,15,231,2,1,3
33119,66,1,1,4,2,34,1500,1,1,3
33129,31,1,2,4,5,28,405,2,1,4
33131,61,1,1,4,8,44,669,2,1,4
33132,31,2,1,4,4,36,625,2,1,3
33133,31,1,1,4,4,38,731,2,1,3
33135,59,1,1,4,2,48,1077,2,1,3
33136,58,2,1,4,4,40,769,2,1,4
33139,33,1,1,4,5,44,769,1,1,3
33140,35,2,2,4,7,24,423,1,1,4
33145,40,2,1,4,3,32,392,2,1,1
33152,42,2,1,4,2,36,865,2,3,1
33166,41,1,1,4,2,50,1308,2,1,1
33171,47,2,1,4,3,37,615,2,1,1
33174,29,2,1,4,2,38,808,2,1,3
33175,30,2,1,4,2,40,854,2,1,1
33209,39,1,1,4,2,35,1112,1,1,1
33210,36,2,2,4,2,30,546,1,1,1
33212,40,1,1,4,3,42,938,2,1,4
33213,36,2,1,4,9,40,462,1,1,5
33226,36,2,1,4,6,38,580,2,8,1
33227,45,1,1,4,9,40,540,2,8,2
33232,28,2,1,4,9,32,366,2,1,7
33233,34,2,1,4,2,38,652,1,1,1
33237,44,1,1,4,3,39,815,2,1,3
33255,48,2,2,4,4,18,232,2,1,4
33256,49,1,1,4,9,50,519,1,1,4
33257,20,1,1,4,9,50,385,2,1,3
33260,40,1,1,4,8,40,481,2,1,3
33261,43,2,2,4,9,21,308,2,1,1
33263,64,2,2,4,4,30,385,2,1,3
33264,56,1,1,4,5,38,673,2,1,3
33266,48,2,1,4,2,41,715,1,7,1
33272,36,2,1,4,6,32,335,2,1,3
33279,24,1,1,4,5,38,700,2,1,3
33307,48,1,2,4,5,20,228,1,4,4
33310,59,2,1,4,2,35,1084,1,1,1
33312,27,2,1,4,2,37,769,2,2,1
33350,20,2,2,4,9,15,150,2,1,3
33354,36,2,1,4,2,38,808,2,1,1
33356,26,1,1,4,2,40,712,2,1,1
33357,27,1,1,4,2,38,769,2,1,1
33371,57,1,1,4,3,40,788,2,8,2
33372,53,2,1,4,2,38,962,2,8,2
33376,55,2,2,4,6,20,231,2,8,4
33377,30,2,1,4,2,64,863,2,1,1
33392,69,1,2,4,9,15,231,2,8,3
33393,49,1,1,4,2,38,865,2,1,1
33394,48,2,1,4,2,42,923,2,1,1
33426,40,1,1,4,1,37,1202,2,1,1
33427,37,2,1,4,6,16,242,2,1,4
33430,37,2,1,4,3,44,769,2,1,1
33447,34,2,1,4,1,40,817,2,1,1
33454,33,1,1,4,2,35,1250,2,1,1
33455,33,2,1,4,4,38,635,2,1,1
33456,26,2,1,4,2,60,692,2,1,1
33457,27,1,1,4,2,48,654,2,1,3
33459,64,1,1,4,1,40,981,2,1,3
33481,54,2,1,4,3,36,808,1,1,1
33484,53,1,1,4,2,38,1000,2,1,1
33485,57,2,1,4,2,34,837,2,1,1
33490,34,1,1,4,2,31,635,2,3,1
33502,64,1,1,4,6,42,369,2,1,6
33517,42,1,1,4,5,42,335,2,1,6
33518,40,2,1,4,3,37,692,2,1,1
33525,40,2,1,4,3,35,438,2,1,1
33535,45,1,1,4,1,37,1442,2,1,3
33536,40,2,1,4,2,36,865,2,1,1
33547,33,2,1,4,2,35,1000,2,1,1
33548,33,1,1,4,2,35,923,2,1,1
33553,23,2,2,4,9,22,323,2,1,3
33554,24,1,1,4,5,45,462,2,1,4
33555,27,1,1,4,3,37,615,2,1,3
33570,45,2,2,4,2,26,462,1,1,1
33571,44,1,1,4,1,38,962,2,1,1
33574,68,1,1,4,1,24,865,2,1,3
33576,48,1,1,4,2,35,1346,2,1,1
33579,31,1,1,4,1,35,1385,2,1,1
33603,58,2,1,4,2,38,808,1,1,1
33604,71,2,1,4,2,38,1077,1,1,1
33605,28,2,1,4,2,39,885,2,1,1
33606,30,1,1,4,2,40,1154,2,1,1
33622,35,1,1,4,5,41,673,2,1,4
33623,31,2,1,4,6,45,442,1,1,3
33641,56,2,1,4,2,37,865,2,1,1
33642,54,1,1,4,2,50,1212,2,1,1
33659,37,2,1,4,3,38,481,2,1,1
33673,32,2,2,4,3,30,354,2,1,3
33674,32,1,1,4,2,38,808,2,1,1
33678,34,1,1,4,2,42,1183,1,1,1
33679,56,2,1,4,3,35,577,2,1,3
33684,61,2,1,4,2,38,769,2,1,1
33685,19,2,2,4,7,25,110,2,1,3
33688,48,1,1,4,2,42,913,2,4,1
33716,67,1,2,4,8,14,110,2,9,5
33745,38,1,1,4,3,38,577,2,1,3
33746,57,2,1,4,4,37,615,2,1,3
33747,50,2,1,4,2,42,1025,2,1,1
33758,34,2,1,4,3,35,500,2,1,1
33762,59,1,1,4,8,37,535,2,1,3
33764,53,2,1,4,1,40,750,2,1,1
33765,52,2,1,4,9,30,346,2,1,4
33766,20,2,2,4,4,16,231,2,1,4
33782,28,2,1,4,4,40,462,2,1,1
33797,54,1,1,4,5,38,577,2,1,4
33798,44,2,1,4,6,42,462,2,7,3
33801,43,2,1,4,6,33,24,2,8,1
33805,23,1,1,4,6,35,467,2,1,3
33821,56,1,1,4,4,37,519,1,3,5
33824,29,1,1,4,2,40,673,2,3,1
33826,52,2,1,4,2,37,897,2,4,1
33830,22,2,1,4,4,16,49,1,8,3
33831,25,1,1,4,2,40,788,2,1,2
33832,33,1,2,4,8,15,240,2,1,5
33837,18,1,2,4,9,8,42,2,1,4
33838,23,2,2,4,5,25,287,2,1,4
33871,30,2,1,4,4,38,490,2,1,3
33897,29,1,1,4,1,35,673,2,1,1
33898,30,2,1,4,2,38,529,2,1,1
33929,28,1,2,4,4,20,240,2,4,1
33941,44,1,1,4,3,42,577,2,1,1
33942,45,2,1,4,6,57,577,2,1,1
33958,31,1,1,4,8,37,413,1,1,3
33959,28,2,1,4,4,37,442,2,1,1
33960,57,2,1,4,1,52,1250,1,1,4
33967,53,1,1,4,4,38,423,1,1,4
33970,45,1,1,4,5,62,1846,2,1,5
33997,42,1,1,4,1,55,1923,2,1,1
34000,36,1,1,4,2,38,490,2,1,1
34027,40,1,1,4,8,40,600,2,1,3
34028,42,2,1,4,8,40,462,2,1,4
34031,57,1,1,4,2,40,1538,2,1,3
34032,56,2,1,4,3,40,731,1,1,4
34038,52,1,2,4,5,5,50,2,4,4
34044,29,2,1,4,4,38,484,1,1,1
34045,31,1,1,4,1,38,587,2,1,3
34048,42,2,1,4,2,38,481,2,1,1
34069,43,2,2,4,9,28,305,2,1,2
34073,40,1,1,4,2,38,1019,2,4,1
34074,42,2,2,4,4,22,327,2,4,1
34077,52,1,1,4,8,50,645,2,1,4
34093,64,1,1,4,3,30,2562,2,1,1
34094,56,2,1,4,3,30,577,1,1,3
34097,60,1,1,4,3,52,3077,1,1,3
34098,58,2,1,4,1,38,750,2,1,3
34109,58,2,1,4,2,42,673,1,1,1
34111,53,1,1,4,1,38,788,2,1,3
34114,60,1,1,4,9,41,417,2,1,4
34117,63,2,2,4,6,30,343,2,1,3
34118,30,1,1,4,4,38,471,2,1,3
34140,70,2,2,4,1,20,231,1,1,3
34160,25,2,1,4,6,42,442,1,1,3
34161,30,1,1,4,1,40,500,2,8,4
34175,33,1,1,4,4,40,635,1,8,3
34182,45,1,1,4,2,50,1125,2,1,1
34196,61,2,1,4,7,30,300,1,1,5
34203,63,1,2,4,4,16,242,2,1,1
34224,45,1,1,4,7,30,385,2,1,4
34225,49,2,2,4,7,18,481,2,1,4
34231,20,1,1,4,6,38,412,2,1,3
34232,17,1,2,4,6,8,176,2,1,5
34233,25,2,1,4,2,70,596,2,1,1
34244,34,2,1,4,3,37,458,2,1,1
34245,38,1,1,4,3,37,615,2,1,3
34248,46,1,1,4,8,35,1038,2,1,3
34251,18,2,2,4,6,10,62,2,1,3
34253,61,2,2,4,9,6,42,1,1,3
34261,37,1,1,4,3,38,865,2,1,1
34270,44,2,1,4,1,35,885,2,1,1
34284,45,1,2,4,4,23,369,2,8,4
34285,45,2,1,4,2,38,962,2,1,1
34288,53,1,1,4,1,38,1923,2,1,4
34297,27,2,1,4,4,46,808,1,1,1
34298,22,2,1,4,8,38,462,2,1,4
34299,21,2,1,4,9,35,404,2,1,2
34300,24,1,1,4,8,38,462,2,1,4
34301,48,2,2,4,3,20,442,2,1,3
34304,60,1,1,4,4,38,538,2,1,4
34339,46,2,2,4,4,18,225,1,4,4
34348,37,2,2,4,5,17,162,2,1,4
34370,20,1,1,4,9,35,529,2,1,3
34375,40,2,2,4,6,24,235,2,1,1
34392,57,2,2,4,2,15,185,2,1,1
34405,54,1,1,4,6,37,471,2,1,3
34421,31,2,2,4,7,15,242,1,1,3
34422,33,1,1,4,8,40,360,2,1,3
34441,37,1,1,4,3,38,821,1,1,1
34442,35,2,2,4,2,24,577,1,2,1
34453,58,2,1,4,4,37,635,1,1,4
34472,50,2,2,4,6,30,375,1,1,3
34473,42,1,1,4,9,40,519,1,1,4
34474,20,2,1,4,3,35,413,2,1,3
34486,25,2,1,4,3,40,577,2,1,3
34487,25,1,1,4,1,50,1827,2,1,1
34501,33,2,1,4,3,40,788,2,1,1
34502,33,1,1,4,3,43,1077,2,1,3
34512,64,1,1,4,2,42,1077,2,1,1
34513,65,2,1,4,3,35,519,2,1,4
34536,32,1,1,4,8,35,500,2,1,5
34565,62,1,1,4,8,42,538,2,1,2
34566,42,2,2,4,9,25,231,2,1,3
34577,69,1,2,4,1,32,1923,2,1,3
34578,68,2,2,4,4,4,45,2,1,2
34624,24,1,2,4,7,17,187,2,7,6
34626,22,1,1,4,2,40,423,2,5,4
34627,21,2,1,4,3,38,277,2,5,3
34630,28,1,1,4,8,44,550,2,1,6
34634,59,1,1,4,4,46,760,2,1,3
34635,61,2,2,4,4,25,242,2,1,4
34636,30,1,1,4,5,38,423,2,1,3
34644,33,1,1,4,3,48,558,2,1,1
34647,57,2,1,4,1,38,596,2,1,3
34649,23,1,1,4,3,35,481,2,1,1
34650,54,2,1,4,2,36,612,2,1,4
34669,48,2,2,4,7,14,156,1,1,4
34670,18,2,2,4,3,3,27,1,1,4
34672,44,2,1,4,2,53,1154,2,1,1
34673,56,1,1,4,1,50,865,2,1,4
34680,54,2,1,4,3,38,692,2,4,1
34684,63,2,1,4,2,55,1538,2,9,1
34686,74,2,2,4,4,32,538,2,1,5
34687,31,1,1,4,2,38,721,2,1,1
34688,32,2,1,4,7,35,558,2,1,1
34707,63,1,1,4,3,34,389,2,1,4
34725,44,1,1,2,2,38,1058,2,1,1
34726,42,2,1,2,2,38,1015,2,1,1
34729,53,2,2,2,7,30,356,2,1,4
34748,37,2,1,2,2,32,1038,2,1,1
34749,36,1,1,2,1,42,1308,2,1,3
34754,38,1,1,2,3,38,1019,2,1,4
34755,65,2,2,2,6,30,323,2,1,4
34762,45,1,1,2,2,38,558,1,4,3
34763,35,2,2,2,6,18,196,2,4,6
34780,40,1,1,2,8,40,550,2,1,4
34784,35,1,1,2,8,44,923,2,1,4
34785,61,1,1,2,6,48,900,2,8,1
34789,57,2,1,2,1,36,817,1,1,1
34791,46,1,1,2,1,50,615,2,1,4
34809,29,2,1,2,3,42,619,2,1,1
34821,47,2,1,2,2,37,1112,1,1,1
34822,52,1,1,2,6,56,442,2,1,6
34823,37,1,1,2,7,42,510,2,4,3
34842,42,2,1,2,1,44,577,2,1,4
34843,53,1,1,2,6,41,577,2,1,4
34845,43,2,1,2,1,45,1442,2,1,1
34846,58,1,1,2,2,35,962,1,1,2
34853,27,1,1,2,8,39,808,2,1,3
34854,23,2,1,2,2,38,577,2,1,1
34875,53,2,2,2,9,24,487,1,1,4
34876,55,1,1,2,8,45,577,2,1,4
34890,41,2,1,2,4,40,1096,2,1,3
34891,34,1,1,2,5,42,760,2,1,3
34897,37,2,2,2,2,30,680,2,1,1
34898,37,1,1,2,5,48,525,2,1,3
34901,64,2,1,2,1,37,1546,1,1,3
34907,68,2,2,2,4,15,140,2,1,7
34909,59,1,1,2,9,57,1100,2,8,4
34930,47,1,1,2,8,60,1200,2,1,4
34931,41,2,1,2,1,37,877,2,1,1
34933,26,2,2,2,6,25,300,2,1,4
34942,65,2,2,2,4,22,240,1,1,4
34956,53,1,1,2,3,35,531,2,1,3
34967,56,2,1,2,2,57,1731,1,1,1
34981,44,2,1,2,4,40,865,2,1,4
34982,46,1,1,2,5,40,490,2,1,3
34987,48,2,1,2,2,37,404,2,1,5
35004,40,2,1,2,2,46,876,2,1,1
35008,36,1,1,2,8,66,1560,2,1,3
35009,33,2,1,2,3,35,488,2,1,3
35012,47,1,1,2,3,42,865,2,1,1
35013,26,2,2,2,6,15,126,2,1,3
35014,19,1,1,2,5,32,330,1,1,3
35018,36,1,1,5,1,45,865,2,1,1
35019,32,2,1,5,2,35,731,2,1,1
35022,37,2,1,5,2,31,376,2,1,4
35023,39,1,1,5,1,60,458,2,1,4
35028,44,2,2,5,6,18,623,2,1,1
35029,44,1,1,5,5,40,646,2,1,3
35047,24,1,1,2,8,40,587,2,1,4
35060,53,2,1,2,1,38,673,2,1,4
35061,34,1,1,2,5,40,635,2,1,3
35063,46,1,1,2,2,38,735,2,1,1
35075,58,2,2,2,7,24,279,1,1,7
35082,63,1,1,5,6,44,831,2,1,5
35083,55,2,1,5,1,50,808,2,1,7
35101,31,2,1,2,3,36,596,2,1,1
35102,32,1,1,2,2,40,1250,2,1,1
35104,28,2,1,2,3,38,904,2,1,1
35115,35,2,1,2,7,35,462,2,1,3
35116,47,1,1,2,3,40,900,2,1,1
35118,25,2,1,2,2,38,519,2,1,1
35122,34,1,1,2,2,50,854,2,1,3
35127,42,1,1,2,2,38,731,1,1,3
35135,69,1,2,5,3,26,558,2,1,3
35147,41,2,2,5,4,30,277,2,1,3
35158,56,2,1,5,4,38,788,2,1,1
35165,27,1,1,2,5,37,764,2,1,3
35166,29,2,1,2,2,44,865,2,1,2
35190,64,2,1,5,2,37,731,2,1,2
35202,60,2,1,2,6,32,346,2,1,3
35203,20,2,2,2,7,13,100,1,1,3
35214,55,1,1,2,9,44,615,2,1,3
35231,58,2,2,2,9,20,250,2,1,3
35237,34,1,1,2,5,50,1100,2,6,1
35243,36,2,1,2,2,40,1019,2,1,1
35244,35,1,1,2,2,40,750,2,1,3
35245,40,1,2,2,4,18,200,2,4,6
35258,36,2,1,2,2,44,769,2,1,1
35259,40,1,1,2,2,53,1154,2,1,1
35263,58,2,1,2,2,35,962,2,6,1
35264,62,1,1,2,1,38,1923,2,6,1
35268,71,2,2,2,1,20,462,1,1,1
35269,71,1,1,2,1,42,462,2,1,3
35270,49,1,1,2,1,50,981,2,1,1
35274,48,2,1,2,2,35,808,1,1,3
35276,38,1,1,2,2,40,1250,2,1,1
35277,39,2,1,2,3,38,731,2,6,1
35280,41,1,1,2,2,38,731,2,1,5
35281,40,2,1,2,3,35,704,2,1,1
35309,55,2,2,2,6,12,117,2,1,3
35314,64,2,2,2,4,20,231,1,1,3
35317,31,1,1,2,2,35,910,2,1,1
35321,23,1,1,2,5,40,413,2,1,4
35325,45,2,1,2,7,40,481,1,1,4
35326,65,1,1,2,9,40,160,1,1,4
35336,51,2,2,2,2,14,385,2,1,1
35360,33,1,1,2,2,40,1087,2,1,1
35361,33,2,2,2,2,7,92,2,1,1
35373,62,1,1,2,2,40,827,2,1,1
35374,47,1,1,2,2,40,1923,2,1,1
35375,47,2,1,2,2,30,1923,2,9,1
35389,49,1,1,2,2,50,1923,1,1,3
35390,50,2,1,2,3,38,769,2,1,1
35406,51,1,1,2,2,40,1308,1,4,1
35411,39,1,1,2,4,37,692,2,1,1
35414,41,2,1,2,2,41,1096,1,1,1
